1,2
2,1
3,1
4,0
5,0
6,3
7,3
8,14
9,3
10,1
11,9
12,55
13,11
14,2
15,1
16,1
17,0
18,1
19,0
20,0
21,1
22,2
23,1
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,1
38,0
39,0
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,1
